index,question,table,Sentence,question_index
4076,how many votes did Foley loose the election with ?,"Party,Party,Candidate,Votes,%,±
-,Republican,Daniel R. Foley,""1,832"",43.1%,-
-,Republican,Dennis J. Kintigh,""2,417"",56.9%,-
Majority,Majority,Majority,585,-,-
Turnout,Turnout,Turnout,""4,249"",-,-
-,Republican hold,Republican hold,Swing,Defeat,-","However, he did not win the election as indicated by the ""Republican hold"" and ""Defeat"" under the ""Swing"" column.",1646
4077,how many votes did Foley loose the election with ?,"Party,Party,Candidate,Votes,%,±
-,Republican,Daniel R. Foley,""1,832"",43.1%,-
-,Republican,Dennis J. Kintigh,""2,417"",56.9%,-
Majority,Majority,Majority,585,-,-
Turnout,Turnout,Turnout,""4,249"",-,-
-,Republican hold,Republican hold,Swing,Defeat,-","To calculate the number of votes Foley lost the election by, we need to find the number of votes received by the winning candidate.",1646
4078,how many votes did Foley loose the election with ?,"Party,Party,Candidate,Votes,%,±
-,Republican,Daniel R. Foley,""1,832"",43.1%,-
-,Republican,Dennis J. Kintigh,""2,417"",56.9%,-
Majority,Majority,Majority,585,-,-
Turnout,Turnout,Turnout,""4,249"",-,-
-,Republican hold,Republican hold,Swing,Defeat,-","In this case, the winning candidate is Dennis J. Kintigh who received 2,417 votes.",1646
4079,how many votes did Foley loose the election with ?,"Party,Party,Candidate,Votes,%,±
-,Republican,Daniel R. Foley,""1,832"",43.1%,-
-,Republican,Dennis J. Kintigh,""2,417"",56.9%,-
Majority,Majority,Majority,585,-,-
Turnout,Turnout,Turnout,""4,249"",-,-
-,Republican hold,Republican hold,Swing,Defeat,-","To find the difference or the number of votes Foley lost by, we subtract the number of votes received by Kintigh from the number of votes received by Foley:

Votes lost by Foley = Votes received by Foley - Votes received by Kintigh
= 1,832 - 2,417
= -585

Therefore, Daniel R. Foley lost the election by 585 votes.",1646
4080,How many votes did Wilson obtain for a majority vote?,"Party,Party,Candidate,Votes,%,±
-,Labour,Ormond Wilson,""7,237"",53.42,-
-,Independent,Gus Mansford,""6,309"",46.57,0.08
Majority,Majority,Majority,928,6.85,-
Turnout,Turnout,Turnout,""13,546"",93.00,+1.92
Registered electors,Registered electors,Registered electors,""14,565"",-,-","Wilson obtained 7,237 votes while Mansford obtained 6,309 votes.",1647
4081,How many votes did Wilson obtain for a majority vote?,"Party,Party,Candidate,Votes,%,±
-,Labour,Ormond Wilson,""7,237"",53.42,-
-,Independent,Gus Mansford,""6,309"",46.57,0.08
Majority,Majority,Majority,928,6.85,-
Turnout,Turnout,Turnout,""13,546"",93.00,+1.92
Registered electors,Registered electors,Registered electors,""14,565"",-,-","To calculate the majority vote for Wilson, we need to subtract Mansford's votes from Wilson's votes: 

7,237 - 6,309 = 928 

Therefore, Wilson obtained 928 more votes than Mansford and won the election with a majority vote of 928.",1647
4082,"On what films was He an art director in 1986 and 1988, and who were the directors?","Year,English Title,Chinese Title,Director
1983,One and Eight,一个和八个,Zhang Junzhao
1986,The Big Parade,大阅兵,Chen Kaige
1988,Widow Village,寡妇村,Wang Jin
1990,The Wedding Maidens,出嫁女,Wang Jin","In 1986, the art director was He for the film ""The Big Parade"" directed by Chen Kaige.",1648
4083,"On what films was He an art director in 1986 and 1988, and who were the directors?","Year,English Title,Chinese Title,Director
1983,One and Eight,一个和八个,Zhang Junzhao
1986,The Big Parade,大阅兵,Chen Kaige
1988,Widow Village,寡妇村,Wang Jin
1990,The Wedding Maidens,出嫁女,Wang Jin","In 1988, the art director was He for the film ""Widow Village"" directed by Wang Jin.",1648
4084,In 1994 where did Kewadin Casinos open casinos?,"Name,Location,Opened,Notes
Kewadin Casino–Christmas,Christmas,1994,-
Kewadin Casino–Hessel,Hessel,1994,-
Kewadin Casino–Manistique,Manistique,1994,-
""Kewadin Casino, Hotel and Convention Center"",Sault Ste. Marie,November 1985,-
Kewadin Shores Casino–St. Ignace,St. Ignace,1987,-","In 1994, Kewadin Casinos opened casinos in three different locations: Christmas, Hessel, and Manistique.",1649
4085,What event did Thierry Mabicka participate in for 2008 Beijing Athletics?,"Name,Games,Sport,Event,Score,Rank
Thierry Mabicka,2008 Beijing,Athletics,Men's 800m T54,DSQ,DSQ in heat 4; did not advance
Thierry Mabicka,2008 Beijing,Athletics,Men's Javelin F57/58,11.72m => 302pts,14th (out of 14)","Thierry Mabicka participated in two events for 2008 Beijing Athletics:

1. Men's 800m T54: Thierry Mabicka participated in this event but was disqualified in heat 4, therefore he did not advance.",1650
4086,What event did Thierry Mabicka participate in for 2008 Beijing Athletics?,"Name,Games,Sport,Event,Score,Rank
Thierry Mabicka,2008 Beijing,Athletics,Men's 800m T54,DSQ,DSQ in heat 4; did not advance
Thierry Mabicka,2008 Beijing,Athletics,Men's Javelin F57/58,11.72m => 302pts,14th (out of 14)","2. Men's Javelin F57/58: Thierry Mabicka participated in this event and achieved a throw of 11.72m, earning him 302 points.",1650
4087,What event did Thierry Mabicka participate in for 2008 Beijing Athletics?,"Name,Games,Sport,Event,Score,Rank
Thierry Mabicka,2008 Beijing,Athletics,Men's 800m T54,DSQ,DSQ in heat 4; did not advance
Thierry Mabicka,2008 Beijing,Athletics,Men's Javelin F57/58,11.72m => 302pts,14th (out of 14)","However, he finished 14th out of 14 competitors in this event.",1650
4088,What is the result of 2012 primary election for Mayor of Sacramento?,"Candidate,Votes,Outcome
Kevin Johnson,""40,823 (58.74%)"",Winner
Jonathan Michael Rewers,""16,551 (23.81%)"",Defeated
J. Leonard Padilla,""8,989 (12.93%)"",Defeated
Richard L. Jones,""2,679 (3.85%)"",Defeated
Write-in,459 (0.66%),Defeated","The result of the 2012 primary election for Mayor of Sacramento is as follows:

- Kevin Johnson received 40,823 votes, which accounted for 58.74% of the total votes cast.",1651
4089,What is the result of 2012 primary election for Mayor of Sacramento?,"Candidate,Votes,Outcome
Kevin Johnson,""40,823 (58.74%)"",Winner
Jonathan Michael Rewers,""16,551 (23.81%)"",Defeated
J. Leonard Padilla,""8,989 (12.93%)"",Defeated
Richard L. Jones,""2,679 (3.85%)"",Defeated
Write-in,459 (0.66%),Defeated",He was declared the winner.,1651
4090,What is the result of 2012 primary election for Mayor of Sacramento?,"Candidate,Votes,Outcome
Kevin Johnson,""40,823 (58.74%)"",Winner
Jonathan Michael Rewers,""16,551 (23.81%)"",Defeated
J. Leonard Padilla,""8,989 (12.93%)"",Defeated
Richard L. Jones,""2,679 (3.85%)"",Defeated
Write-in,459 (0.66%),Defeated","- Jonathan Michael Rewers received 16,551 votes, which accounted for 23.81% of the total votes cast.",1651
4091,What is the result of 2012 primary election for Mayor of Sacramento?,"Candidate,Votes,Outcome
Kevin Johnson,""40,823 (58.74%)"",Winner
Jonathan Michael Rewers,""16,551 (23.81%)"",Defeated
J. Leonard Padilla,""8,989 (12.93%)"",Defeated
Richard L. Jones,""2,679 (3.85%)"",Defeated
Write-in,459 (0.66%),Defeated",He was defeated.,1651
4092,What is the result of 2012 primary election for Mayor of Sacramento?,"Candidate,Votes,Outcome
Kevin Johnson,""40,823 (58.74%)"",Winner
Jonathan Michael Rewers,""16,551 (23.81%)"",Defeated
J. Leonard Padilla,""8,989 (12.93%)"",Defeated
Richard L. Jones,""2,679 (3.85%)"",Defeated
Write-in,459 (0.66%),Defeated","- J. Leonard Padilla received 8,989 votes, which accounted for 12.93% of the total votes cast.",1651
4093,What is the result of 2012 primary election for Mayor of Sacramento?,"Candidate,Votes,Outcome
Kevin Johnson,""40,823 (58.74%)"",Winner
Jonathan Michael Rewers,""16,551 (23.81%)"",Defeated
J. Leonard Padilla,""8,989 (12.93%)"",Defeated
Richard L. Jones,""2,679 (3.85%)"",Defeated
Write-in,459 (0.66%),Defeated",He was defeated.,1651
4094,What is the result of 2012 primary election for Mayor of Sacramento?,"Candidate,Votes,Outcome
Kevin Johnson,""40,823 (58.74%)"",Winner
Jonathan Michael Rewers,""16,551 (23.81%)"",Defeated
J. Leonard Padilla,""8,989 (12.93%)"",Defeated
Richard L. Jones,""2,679 (3.85%)"",Defeated
Write-in,459 (0.66%),Defeated","- Richard L. Jones received 2,679 votes, which accounted for 3.85% of the total votes cast.",1651
4095,What is the result of 2012 primary election for Mayor of Sacramento?,"Candidate,Votes,Outcome
Kevin Johnson,""40,823 (58.74%)"",Winner
Jonathan Michael Rewers,""16,551 (23.81%)"",Defeated
J. Leonard Padilla,""8,989 (12.93%)"",Defeated
Richard L. Jones,""2,679 (3.85%)"",Defeated
Write-in,459 (0.66%),Defeated",He was defeated.,1651
4096,What is the result of 2012 primary election for Mayor of Sacramento?,"Candidate,Votes,Outcome
Kevin Johnson,""40,823 (58.74%)"",Winner
Jonathan Michael Rewers,""16,551 (23.81%)"",Defeated
J. Leonard Padilla,""8,989 (12.93%)"",Defeated
Richard L. Jones,""2,679 (3.85%)"",Defeated
Write-in,459 (0.66%),Defeated","- There were 459 write-in votes, accounting for 0.66% of the total votes cast, and they were defeated.",1651
4097,What is the result of 2012 primary election for Mayor of Sacramento?,"Candidate,Votes,Outcome
Kevin Johnson,""40,823 (58.74%)"",Winner
Jonathan Michael Rewers,""16,551 (23.81%)"",Defeated
J. Leonard Padilla,""8,989 (12.93%)"",Defeated
Richard L. Jones,""2,679 (3.85%)"",Defeated
Write-in,459 (0.66%),Defeated","Therefore, Kevin Johnson was the winner of the 2012 primary election for Mayor of Sacramento, with a significant lead over the other candidates.",1651
4098,What is Hayle's personal best record in 3000 metres game?,"Distance,Time (min),Location,Date
1500 m,3:44.76,""Baku, Azerbaijan"",28 June 2009
3000 m,7:34.57,Doha Diamond League,10 May 2013
5000 m,13:09.17,Zürich Diamond League,28 August 2014
""10,000 m"",30:06.64,European Junior Championships,23 July 2009
3000 m (indoor),7:39.59,XL Galan,21 February 2013","To find Hayle's personal best record in the 3000 meters game, we need to look at the table provided.",1652
4099,What is Hayle's personal best record in 3000 metres game?,"Distance,Time (min),Location,Date
1500 m,3:44.76,""Baku, Azerbaijan"",28 June 2009
3000 m,7:34.57,Doha Diamond League,10 May 2013
5000 m,13:09.17,Zürich Diamond League,28 August 2014
""10,000 m"",30:06.64,European Junior Championships,23 July 2009
3000 m (indoor),7:39.59,XL Galan,21 February 2013","The table includes several records for different distances and events, but we are only interested in the 3000 meters game.",1652
4100,What is Hayle's personal best record in 3000 metres game?,"Distance,Time (min),Location,Date
1500 m,3:44.76,""Baku, Azerbaijan"",28 June 2009
3000 m,7:34.57,Doha Diamond League,10 May 2013
5000 m,13:09.17,Zürich Diamond League,28 August 2014
""10,000 m"",30:06.64,European Junior Championships,23 July 2009
3000 m (indoor),7:39.59,XL Galan,21 February 2013","Looking at the table, we can see that there is a record for the 3000 meters race at the ""Doha Diamond League"" event on 10 May 2013.",1652
4101,What is Hayle's personal best record in 3000 metres game?,"Distance,Time (min),Location,Date
1500 m,3:44.76,""Baku, Azerbaijan"",28 June 2009
3000 m,7:34.57,Doha Diamond League,10 May 2013
5000 m,13:09.17,Zürich Diamond League,28 August 2014
""10,000 m"",30:06.64,European Junior Championships,23 July 2009
3000 m (indoor),7:39.59,XL Galan,21 February 2013",The corresponding time for this race is 7:34.57.,1652
4102,What is Hayle's personal best record in 3000 metres game?,"Distance,Time (min),Location,Date
1500 m,3:44.76,""Baku, Azerbaijan"",28 June 2009
3000 m,7:34.57,Doha Diamond League,10 May 2013
5000 m,13:09.17,Zürich Diamond League,28 August 2014
""10,000 m"",30:06.64,European Junior Championships,23 July 2009
3000 m (indoor),7:39.59,XL Galan,21 February 2013","Therefore, Hayle's personal best record in the 3000 meters game is 7:34.57 at the Doha Diamond League on 10 May 2013.",1652
4103,How much has Gilchrist scored in the first test of the Australian cricket team in India during 2000–01?,"India,v,Australia
176 (71.3 overs) Sachin Tendulkar 76 (114) Shane Warne 4/47 (22 overs),-,349 (73.2 overs) Adam Gilchrist 122 (112) Harbhajan Singh 4/121 (28 overs)
219 (94.1 overs) Sachin Tendulkar 65 (107) Mark Waugh 3/40 (15 overs),-,47/0 (7 overs) Matthew Hayden 28* (21)","To determine the score of Adam Gilchrist in the first test of the Australian cricket team in India during 2000-01, we can refer to the given table.",1653
4104,How much has Gilchrist scored in the first test of the Australian cricket team in India during 2000–01?,"India,v,Australia
176 (71.3 overs) Sachin Tendulkar 76 (114) Shane Warne 4/47 (22 overs),-,349 (73.2 overs) Adam Gilchrist 122 (112) Harbhajan Singh 4/121 (28 overs)
219 (94.1 overs) Sachin Tendulkar 65 (107) Mark Waugh 3/40 (15 overs),-,47/0 (7 overs) Matthew Hayden 28* (21)","In the table, we can see the following information:

1. In the first innings of the Australian team, they scored a total of 349 runs.",1653
4105,How much has Gilchrist scored in the first test of the Australian cricket team in India during 2000–01?,"India,v,Australia
176 (71.3 overs) Sachin Tendulkar 76 (114) Shane Warne 4/47 (22 overs),-,349 (73.2 overs) Adam Gilchrist 122 (112) Harbhajan Singh 4/121 (28 overs)
219 (94.1 overs) Sachin Tendulkar 65 (107) Mark Waugh 3/40 (15 overs),-,47/0 (7 overs) Matthew Hayden 28* (21)",Adam Gilchrist's score is mentioned as 122 (112).,1653
4106,How much has Gilchrist scored in the first test of the Australian cricket team in India during 2000–01?,"India,v,Australia
176 (71.3 overs) Sachin Tendulkar 76 (114) Shane Warne 4/47 (22 overs),-,349 (73.2 overs) Adam Gilchrist 122 (112) Harbhajan Singh 4/121 (28 overs)
219 (94.1 overs) Sachin Tendulkar 65 (107) Mark Waugh 3/40 (15 overs),-,47/0 (7 overs) Matthew Hayden 28* (21)","Therefore, Adam Gilchrist scored 122 runs in the first innings of the first test of the Australian cricket team in India during 2000-01.",1653
4107,"Which channel broadcasts the ""Main KXOF-CD programming / UniMás""?","Channel,Video,Aspect,PSIP short name,Programming
31.1,480i,4:3,KXOF-CD,Main KXOF-CD programming / UniMás
31.2,720p,16:9,KETF,Simulcast of KETF-CD
31.3,480i,4:3,-,Laff
31.4,480i,4:3,-,Grit","The channel that broadcasts the ""Main KXOF-CD programming / UniMás"" is channel 31.1.",1654
4108,"Which channel offers the programming ""Laff""?","Channel,Video,Aspect,PSIP short name,Programming
31.1,480i,4:3,KXOF-CD,Main KXOF-CD programming / UniMás
31.2,720p,16:9,KETF,Simulcast of KETF-CD
31.3,480i,4:3,-,Laff
31.4,480i,4:3,-,Grit","The channel that offers the programming ""Laff"" is channel 31.3.",1655
